,measure,Date_day,value,site_id,latitude,longitude
8471,Particulate Air Pollution (2.5 µm),2021-04-09,5.717391304347826,1005,-37.800629,144.965052
8472,Relative Humidity,2021-04-09,65.19652173913043,1005,-37.800629,144.965052
8473,Particulate Air Pollution (2.5 µm),2021-04-09,6.391666666666667,1001,-37.800793,144.966492
8474,Particulate Air Pollution (10 µm),2021-04-09,27.575,1001,-37.800793,144.966492
8475,Ambient Air Temperature,2021-04-09,17.080000000000002,1001,-37.800793,144.966492
8476,Relative Humidity,2021-04-09,57.67166666666666,1001,-37.800793,144.966492
8477,Particulate Air Pollution (2.5 µm),2021-04-10,5.454166666666667,1005,-37.800629,144.965052
8478,Relative Humidity,2021-04-10,64.11208333333333,1005,-37.800629,144.965052
8479,Particulate Air Pollution (10 µm),2021-04-10,27.808333333333334,1005,-37.800629,144.965052
8480,Ambient Air Temperature,2021-04-10,13.026666666666666,1005,-37.800629,144.965052
8481,Relative Humidity,2021-04-10,56.8425,1001,-37.800793,144.966492
8482,Particulate Air Pollution (10 µm),2021-04-10,27.900000000000002,1001,-37.800793,144.966492
8483,Particulate Air Pollution (2.5 µm),2021-04-10,6.533333333333334,1001,-37.800793,144.966492
8484,Ambient Air Temperature,2021-04-10,14.396666666666667,1001,-37.800793,144.966492
8485,Ambient Air Temperature,2021-04-11,10.190416666666666,1005,-37.800629,144.965052
8486,Relative Humidity,2021-04-11,71.625,1005,-37.800629,144.965052
8487,Particulate Air Pollution (2.5 µm),2021-04-11,5.945833333333333,1005,-37.800629,144.965052
8488,Particulate Air Pollution (10 µm),2021-04-11,31.479166666666668,1005,-37.800629,144.965052
8489,Ambient Air Temperature,2021-04-11,11.5075,1001,-37.800793,144.966492
8490,Particulate Air Pollution (10 µm),2021-04-11,30.59166666666667,1001,-37.800793,144.966492
8491,Particulate Air Pollution (2.5 µm),2021-04-11,6.7,1001,-37.800793,144.966492
8492,Relative Humidity,2021-04-11,65.67,1001,-37.800793,144.966492
8493,Particulate Air Pollution (2.5 µm),2021-04-12,6.5874999999999995,1005,-37.800629,144.965052
8494,Particulate Air Pollution (10 µm),2021-04-12,30.775000000000002,1005,-37.800629,144.965052
8495,Ambient Air Temperature,2021-04-12,12.230416666666668,1005,-37.800629,144.965052
8496,Relative Humidity,2021-04-12,78.93166666666667,1005,-37.800629,144.965052
8497,Particulate Air Pollution (10 µm),2021-04-12,37.80833333333333,1001,-37.800793,144.966492
8498,Ambient Air Temperature,2021-04-12,13.972499999999998,1001,-37.800793,144.966492
8499,Particulate Air Pollution (2.5 µm),2021-04-12,13.366666666666667,1001,-37.800793,144.966492
8500,Relative Humidity,2021-04-12,69.36666666666666,1001,-37.800793,144.966492
8501,Relative Humidity,2021-04-13,64.95700000000001,1005,-37.800629,144.965052
8502,Particulate Air Pollution (2.5 µm),2021-04-13,7.18,1005,-37.800629,144.965052
8503,Ambient Air Temperature,2021-04-13,13.453999999999999,1005,-37.800629,144.965052
8504,Particulate Air Pollution (10 µm),2021-04-13,25.689999999999998,1005,-37.800629,144.965052
8505,Relative Humidity,2021-04-13,69.362,1001,-37.800793,144.966492
8506,Particulate Air Pollution (2.5 µm),2021-04-13,8.66,1001,-37.800793,144.966492
8507,Ambient Air Temperature,2021-04-13,11.394,1001,-37.800793,144.966492
8508,Particulate Air Pollution (10 µm),2021-04-13,26.880000000000003,1001,-37.800793,144.966492
8509,Ambient Air Temperature,2021-04-14,17.145,1005,-37.800629,144.965052
8510,Relative Humidity,2021-04-14,51.302,1005,-37.800629,144.965052
8511,Particulate Air Pollution (2.5 µm),2021-04-14,5.95,1005,-37.800629,144.965052
8512,Particulate Air Pollution (10 µm),2021-04-14,29.49,1005,-37.800629,144.965052
8513,Particulate Air Pollution (10 µm),2021-04-14,28.65,1001,-37.800793,144.966492
8514,Ambient Air Temperature,2021-04-14,18.512,1001,-37.800793,144.966492
8515,Particulate Air Pollution (2.5 µm),2021-04-14,6.590000000000001,1001,-37.800793,144.966492
8516,Relative Humidity,2021-04-14,45.537,1001,-37.800793,144.966492
8517,Particulate Air Pollution (2.5 µm),2021-04-15,5.376190476190477,1005,-37.800629,144.965052
8518,Particulate Air Pollution (10 µm),2021-04-15,25.847619047619045,1005,-37.800629,144.965052
8519,Relative Humidity,2021-04-15,60.0452380952381,1005,-37.800629,144.965052
8520,Ambient Air Temperature,2021-04-15,15.283809523809524,1005,-37.800629,144.965052
8521,Particulate Air Pollution (10 µm),2021-04-15,26.675,1001,-37.800793,144.966492
8522,Ambient Air Temperature,2021-04-15,16.773333333333333,1001,-37.800793,144.966492
8523,Particulate Air Pollution (2.5 µm),2021-04-15,6.533333333333334,1001,-37.800793,144.966492
8524,Relative Humidity,2021-04-15,52.373333333333335,1001,-37.800793,144.966492
8525,Particulate Air Pollution (2.5 µm),2021-04-16,5.708695652173914,1005,-37.800629,144.965052
8526,Relative Humidity,2021-04-16,61.146086956521735,1005,-37.800629,144.965052
8527,Ambient Air Temperature,2021-04-16,13.11695652173913,1005,-37.800629,144.965052
8528,Particulate Air Pollution (10 µm),2021-04-16,29.695652173913043,1005,-37.800629,144.965052
8529,Relative Humidity,2021-04-16,53.70333333333334,1001,-37.800793,144.966492
8530,Particulate Air Pollution (2.5 µm),2021-04-16,6.608333333333333,1001,-37.800793,144.966492
8531,Ambient Air Temperature,2021-04-16,14.373333333333333,1001,-37.800793,144.966492
8532,Particulate Air Pollution (10 µm),2021-04-16,28.116666666666664,1001,-37.800793,144.966492
8533,Ambient Air Temperature,2021-04-17,14.378333333333332,1005,-37.800629,144.965052
8534,Relative Humidity,2021-04-17,51.46,1005,-37.800629,144.965052
8535,Particulate Air Pollution (10 µm),2021-04-17,25.25,1005,-37.800629,144.965052
8536,Particulate Air Pollution (2.5 µm),2021-04-17,5.595833333333334,1005,-37.800629,144.965052
8537,Particulate Air Pollution (10 µm),2021-04-17,25.75,1001,-37.800793,144.966492
8538,Ambient Air Temperature,2021-04-17,15.689166666666667,1001,-37.800793,144.966492
8539,Particulate Air Pollution (2.5 µm),2021-04-17,6.758333333333333,1001,-37.800793,144.966492
8540,Relative Humidity,2021-04-17,45.855,1001,-37.800793,144.966492
8541,Particulate Air Pollution (10 µm),2021-04-18,22.070833333333336,1005,-37.800629,144.965052
8542,Particulate Air Pollution (2.5 µm),2021-04-18,5.054166666666666,1005,-37.800629,144.965052
8543,Relative Humidity,2021-04-18,67.08833333333334,1005,-37.800629,144.965052
8544,Ambient Air Temperature,2021-04-18,15.640833333333333,1005,-37.800629,144.965052
8545,Ambient Air Temperature,2021-04-18,16.845833333333335,1001,-37.800793,144.966492
8546,Particulate Air Pollution (10 µm),2021-04-18,23.708333333333332,1001,-37.800793,144.966492
8547,Relative Humidity,2021-04-18,60.048333333333325,1001,-37.800793,144.966492
8548,Particulate Air Pollution (2.5 µm),2021-04-18,6.550000000000001,1001,-37.800793,144.966492
8549,Relative Humidity,2021-04-19,59.07333333333333,1005,-37.800629,144.965052
8550,Particulate Air Pollution (2.5 µm),2021-04-19,5.1125,1005,-37.800629,144.965052
8551,Ambient Air Temperature,2021-04-19,16.339166666666667,1005,-37.800629,144.965052
8552,Particulate Air Pollution (10 µm),2021-04-19,21.083333333333332,1005,-37.800629,144.965052
8553,Ambient Air Temperature,2021-04-19,16.995833333333334,1001,-37.800793,144.966492
8554,Relative Humidity,2021-04-19,53.8375,1001,-37.800793,144.966492
8555,Particulate Air Pollution (2.5 µm),2021-04-19,6.125,1001,-37.800793,144.966492
8556,Particulate Air Pollution (10 µm),2021-04-19,21.516666666666666,1001,-37.800793,144.966492
8557,Particulate Air Pollution (10 µm),2021-04-20,23.976190476190474,1005,-37.800629,144.965052
8558,Ambient Air Temperature,2021-04-20,13.641904761904764,1005,-37.800629,144.965052
8559,Relative Humidity,2021-04-20,63.76428571428571,1005,-37.800629,144.965052
8560,Particulate Air Pollution (2.5 µm),2021-04-20,5.085714285714285,1005,-37.800629,144.965052
8561,Particulate Air Pollution (2.5 µm),2021-04-20,5.666666666666667,1001,-37.800793,144.966492
8562,Particulate Air Pollution (10 µm),2021-04-20,23.8,1001,-37.800793,144.966492
8563,Ambient Air Temperature,2021-04-20,13.829166666666666,1001,-37.800793,144.966492
8564,Relative Humidity,2021-04-20,59.79083333333333,1001,-37.800793,144.966492
8565,Particulate Air Pollution (2.5 µm),2021-04-21,5.0249999999999995,1005,-37.800629,144.965052
8566,Particulate Air Pollution (10 µm),2021-04-21,23.349999999999998,1005,-37.800629,144.965052
8567,Ambient Air Temperature,2021-04-21,10.44375,1005,-37.800629,144.965052
8568,Relative Humidity,2021-04-21,62.723749999999995,1005,-37.800629,144.965052
8569,Particulate Air Pollution (10 µm),2021-04-21,24.766666666666666,1001,-37.800793,144.966492
8570,Ambient Air Temperature,2021-04-21,12.900833333333333,1001,-37.800793,144.966492
8571,Relative Humidity,2021-04-21,52.5425,1001,-37.800793,144.966492
8572,Particulate Air Pollution (2.5 µm),2021-04-21,6.208333333333333,1001,-37.800793,144.966492
8573,Relative Humidity,2021-04-22,59.99565217391305,1005,-37.800629,144.965052
8574,Particulate Air Pollution (2.5 µm),2021-04-22,5.239130434782608,1005,-37.800629,144.965052
8575,Particulate Air Pollution (10 µm),2021-04-22,23.46521739130435,1005,-37.800629,144.965052
8576,Ambient Air Temperature,2021-04-22,13.64,1005,-37.800629,144.965052
8577,Ambient Air Temperature,2021-04-22,14.621666666666668,1001,-37.800793,144.966492
8578,Relative Humidity,2021-04-22,54.05583333333333,1001,-37.800793,144.966492
8579,Particulate Air Pollution (2.5 µm),2021-04-22,6.016666666666667,1001,-37.800793,144.966492
8580,Particulate Air Pollution (10 µm),2021-04-22,24.058333333333334,1001,-37.800793,144.966492
8581,Particulate Air Pollution (10 µm),2021-04-23,28.395652173913046,1005,-37.800629,144.965052
8582,Ambient Air Temperature,2021-04-23,14.005652173913044,1005,-37.800629,144.965052
8583,Relative Humidity,2021-04-23,66.66608695652175,1005,-37.800629,144.965052
8584,Particulate Air Pollution (2.5 µm),2021-04-23,5.856521739130434,1005,-37.800629,144.965052
8585,Particulate Air Pollution (2.5 µm),2021-04-23,7.175,1001,-37.800793,144.966492
8586,Ambient Air Temperature,2021-04-23,15.274166666666666,1001,-37.800793,144.966492
8587,Particulate Air Pollution (10 µm),2021-04-23,30.541666666666668,1001,-37.800793,144.966492
8588,Relative Humidity,2021-04-23,59.475833333333334,1001,-37.800793,144.966492
8589,Particulate Air Pollution (2.5 µm),2021-04-24,5.840909090909091,1005,-37.800629,144.965052
8590,Particulate Air Pollution (10 µm),2021-04-24,24.963636363636365,1005,-37.800629,144.965052
8591,Ambient Air Temperature,2021-04-24,14.33,1005,-37.800629,144.965052
8592,Relative Humidity,2021-04-24,66.60909090909091,1005,-37.800629,144.965052
8593,Relative Humidity,2021-04-24,59.19916666666666,1001,-37.800793,144.966492
8594,Particulate Air Pollution (10 µm),2021-04-24,28.358333333333334,1001,-37.800793,144.966492
8595,Ambient Air Temperature,2021-04-24,15.481666666666667,1001,-37.800793,144.966492
8596,Particulate Air Pollution (2.5 µm),2021-04-24,9.008333333333333,1001,-37.800793,144.966492
8597,Relative Humidity,2021-04-25,73.81409090909091,1005,-37.800629,144.965052
8598,Ambient Air Temperature,2021-04-25,13.589090909090908,1005,-37.800629,144.965052
8599,Particulate Air Pollution (10 µm),2021-04-25,22.62727272727273,1005,-37.800629,144.965052
8600,Particulate Air Pollution (2.5 µm),2021-04-25,5.2318181818181815,1005,-37.800629,144.965052
8601,Ambient Air Temperature,2021-04-25,15.075000000000001,1001,-37.800793,144.966492
8602,Particulate Air Pollution (2.5 µm),2021-04-25,5.916666666666667,1001,-37.800793,144.966492
8603,Relative Humidity,2021-04-25,65.32333333333334,1001,-37.800793,144.966492
8604,Particulate Air Pollution (10 µm),2021-04-25,23.058333333333334,1001,-37.800793,144.966492
8605,Ambient Air Temperature,2021-04-26,13.875499999999999,1005,-37.800629,144.965052
8606,Particulate Air Pollution (10 µm),2021-04-26,22.39,1005,-37.800629,144.965052
8607,Particulate Air Pollution (2.5 µm),2021-04-26,5.13,1005,-37.800629,144.965052
8608,Relative Humidity,2021-04-26,73.4555,1005,-37.800629,144.965052
8609,Particulate Air Pollution (2.5 µm),2021-04-26,5.891666666666667,1001,-37.800793,144.966492
8610,Particulate Air Pollution (10 µm),2021-04-26,21.958333333333332,1001,-37.800793,144.966492
8611,Ambient Air Temperature,2021-04-26,15.396666666666667,1001,-37.800793,144.966492
8612,Relative Humidity,2021-04-26,64.79583333333333,1001,-37.800793,144.966492
8613,Particulate Air Pollution (2.5 µm),2021-04-27,5.552941176470589,1005,-37.800629,144.965052
8614,Ambient Air Temperature,2021-04-27,13.611764705882353,1005,-37.800629,144.965052
8615,Relative Humidity,2021-04-27,77.02176470588235,1005,-37.800629,144.965052
8616,Particulate Air Pollution (10 µm),2021-04-27,20.75294117647059,1005,-37.800629,144.965052
8617,Relative Humidity,2021-04-27,70.43,1001,-37.800793,144.966492
8618,Particulate Air Pollution (10 µm),2021-04-27,21.322222222222223,1001,-37.800793,144.966492
8619,Ambient Air Temperature,2021-04-27,14.475555555555555,1001,-37.800793,144.966492
8620,Particulate Air Pollution (2.5 µm),2021-04-27,6.2444444444444445,1001,-37.800793,144.966492
8621,Relative Humidity,2021-04-28,75.70636363636363,1005,-37.800629,144.965052
8622,Ambient Air Temperature,2021-04-28,12.371818181818183,1005,-37.800629,144.965052
8623,Particulate Air Pollution (2.5 µm),2021-04-28,7.7681818181818185,1005,-37.800629,144.965052
8624,Particulate Air Pollution (10 µm),2021-04-28,24.295454545454547,1005,-37.800629,144.965052
8625,Ambient Air Temperature,2021-04-28,14.646666666666667,1001,-37.800793,144.966492
8626,Particulate Air Pollution (2.5 µm),2021-04-28,8.433333333333334,1001,-37.800793,144.966492
8627,Relative Humidity,2021-04-28,63.526666666666664,1001,-37.800793,144.966492
8628,Particulate Air Pollution (10 µm),2021-04-28,25.325,1001,-37.800793,144.966492
8629,Ambient Air Temperature,2021-04-29,12.956315789473685,1005,-37.800629,144.965052
8630,Particulate Air Pollution (10 µm),2021-04-29,36.142105263157895,1005,-37.800629,144.965052
8631,Relative Humidity,2021-04-29,74.56736842105263,1005,-37.800629,144.965052
8632,Particulate Air Pollution (2.5 µm),2021-04-29,14.81578947368421,1005,-37.800629,144.965052
8633,Particulate Air Pollution (2.5 µm),2021-04-29,14.245454545454544,1001,-37.800793,144.966492
8634,Particulate Air Pollution (10 µm),2021-04-29,33.9,1001,-37.800793,144.966492
8635,Ambient Air Temperature,2021-04-29,15.285454545454543,1001,-37.800793,144.966492
8636,Relative Humidity,2021-04-29,62.38181818181818,1001,-37.800793,144.966492
8637,Particulate Air Pollution (2.5 µm),2021-04-30,13.583333333333334,1005,-37.800629,144.965052
8638,Relative Humidity,2021-04-30,61.39291666666667,1005,-37.800629,144.965052
8639,Particulate Air Pollution (10 µm),2021-04-30,36.391666666666666,1005,-37.800629,144.965052
8640,Ambient Air Temperature,2021-04-30,15.955416666666666,1005,-37.800629,144.965052
8641,Relative Humidity,2021-04-30,51.92333333333334,1001,-37.800793,144.966492
8642,Particulate Air Pollution (2.5 µm),2021-04-30,13.75,1001,-37.800793,144.966492
8643,Particulate Air Pollution (10 µm),2021-04-30,34.358333333333334,1001,-37.800793,144.966492
8644,Ambient Air Temperature,2021-04-30,17.988333333333333,1001,-37.800793,144.966492
8645,Relative Humidity,2021-05-01,56.56043478260869,1005,-37.800629,144.965052
8646,Ambient Air Temperature,2021-05-01,17.128695652173914,1005,-37.800629,144.965052
8647,Particulate Air Pollution (10 µm),2021-05-01,37.73913043478261,1005,-37.800629,144.965052
8648,Particulate Air Pollution (2.5 µm),2021-05-01,15.730434782608697,1005,-37.800629,144.965052
8649,Ambient Air Temperature,2021-05-01,18.7425,1001,-37.800793,144.966492
8650,Particulate Air Pollution (10 µm),2021-05-01,37.324999999999996,1001,-37.800793,144.966492
8651,Relative Humidity,2021-05-01,49.61416666666667,1001,-37.800793,144.966492
8652,Particulate Air Pollution (2.5 µm),2021-05-01,17.216666666666665,1001,-37.800793,144.966492
8653,Particulate Air Pollution (2.5 µm),2021-05-02,11.404166666666667,1005,-37.800629,144.965052
8654,Particulate Air Pollution (10 µm),2021-05-02,30.6125,1005,-37.800629,144.965052
8655,Ambient Air Temperature,2021-05-02,18.921666666666667,1005,-37.800629,144.965052
8656,Relative Humidity,2021-05-02,54.31041666666667,1005,-37.800629,144.965052
8657,Particulate Air Pollution (2.5 µm),2021-05-02,12.041666666666666,1001,-37.800793,144.966492
8658,Particulate Air Pollution (10 µm),2021-05-02,29.683333333333334,1001,-37.800793,144.966492
8659,Ambient Air Temperature,2021-05-02,19.741666666666667,1001,-37.800793,144.966492
8660,Relative Humidity,2021-05-02,49.45083333333333,1001,-37.800793,144.966492
8661,Relative Humidity,2021-05-03,77.06652173913044,1005,-37.800629,144.965052
8662,Particulate Air Pollution (2.5 µm),2021-05-03,6.430434782608696,1005,-37.800629,144.965052
8663,Ambient Air Temperature,2021-05-03,14.72,1005,-37.800629,144.965052
8664,Particulate Air Pollution (10 µm),2021-05-03,26.995652173913044,1005,-37.800629,144.965052
8665,Relative Humidity,2021-05-03,69.4325,1001,-37.800793,144.966492
8666,Particulate Air Pollution (2.5 µm),2021-05-03,7.208333333333333,1001,-37.800793,144.966492
8667,Particulate Air Pollution (10 µm),2021-05-03,27.491666666666664,1001,-37.800793,144.966492
8668,Ambient Air Temperature,2021-05-03,15.868333333333334,1001,-37.800793,144.966492
8669,Ambient Air Temperature,2021-05-04,11.962173913043477,1005,-37.800629,144.965052
8670,Relative Humidity,2021-05-04,79.75695652173913,1005,-37.800629,144.965052
8671,Particulate Air Pollution (2.5 µm),2021-05-04,8.495652173913044,1005,-37.800629,144.965052
8672,Particulate Air Pollution (10 µm),2021-05-04,38.49130434782609,1005,-37.800629,144.965052
8673,Particulate Air Pollution (10 µm),2021-05-04,29.075000000000003,1001,-37.800793,144.966492
8674,Ambient Air Temperature,2021-05-04,12.9525,1001,-37.800793,144.966492
8675,Particulate Air Pollution (2.5 µm),2021-05-04,7.2,1001,-37.800793,144.966492
8676,Relative Humidity,2021-05-04,72.7325,1001,-37.800793,144.966492
8677,Particulate Air Pollution (10 µm),2021-05-05,28.05652173913043,1005,-37.800629,144.965052
8678,Particulate Air Pollution (2.5 µm),2021-05-05,6.186956521739131,1005,-37.800629,144.965052
8679,Relative Humidity,2021-05-05,68.42304347826087,1005,-37.800629,144.965052
8680,Ambient Air Temperature,2021-05-05,12.558695652173913,1005,-37.800629,144.965052
8681,Particulate Air Pollution (10 µm),2021-05-05,27.066666666666666,1001,-37.800793,144.966492
8682,Ambient Air Temperature,2021-05-05,14.2975,1001,-37.800793,144.966492
8683,Particulate Air Pollution (2.5 µm),2021-05-05,7.2,1001,-37.800793,144.966492
8684,Relative Humidity,2021-05-05,60.105,1001,-37.800793,144.966492
8685,Particulate Air Pollution (2.5 µm),2021-05-06,10.309999999999999,1005,-37.800629,144.965052
8686,Relative Humidity,2021-05-06,76.9475,1005,-37.800629,144.965052
8687,Ambient Air Temperature,2021-05-06,12.837,1005,-37.800629,144.965052
8688,Particulate Air Pollution (10 µm),2021-05-06,35.3,1005,-37.800629,144.965052
8689,Relative Humidity,2021-05-06,64.08166666666666,1001,-37.800793,144.966492
8690,Particulate Air Pollution (2.5 µm),2021-05-06,11.375,1001,-37.800793,144.966492
8691,Ambient Air Temperature,2021-05-06,15.7725,1001,-37.800793,144.966492
8692,Particulate Air Pollution (10 µm),2021-05-06,34.708333333333336,1001,-37.800793,144.966492
8693,Ambient Air Temperature,2021-05-07,15.556666666666667,1005,-37.800629,144.965052
8694,Relative Humidity,2021-05-07,63.498333333333335,1005,-37.800629,144.965052
8695,Particulate Air Pollution (10 µm),2021-05-07,32.55833333333333,1005,-37.800629,144.965052
8696,Particulate Air Pollution (2.5 µm),2021-05-07,11.225,1005,-37.800629,144.965052
8697,Particulate Air Pollution (10 µm),2021-05-07,30.849999999999998,1001,-37.800793,144.966492
8698,Ambient Air Temperature,2021-05-07,17.305833333333332,1001,-37.800793,144.966492
8699,Particulate Air Pollution (2.5 µm),2021-05-07,11.241666666666667,1001,-37.800793,144.966492
8700,Relative Humidity,2021-05-07,54.06916666666667,1001,-37.800793,144.966492
8701,Particulate Air Pollution (2.5 µm),2021-05-08,6.779166666666666,1005,-37.800629,144.965052
8702,Particulate Air Pollution (10 µm),2021-05-08,25.083333333333332,1005,-37.800629,144.965052
8703,Relative Humidity,2021-05-08,68.31583333333333,1005,-37.800629,144.965052
8704,Ambient Air Temperature,2021-05-08,14.904583333333333,1005,-37.800629,144.965052
8705,Particulate Air Pollution (10 µm),2021-05-08,26.05,1001,-37.800793,144.966492
8706,Ambient Air Temperature,2021-05-08,16.840833333333332,1001,-37.800793,144.966492
8707,Particulate Air Pollution (2.5 µm),2021-05-08,7.9750000000000005,1001,-37.800793,144.966492
8708,Relative Humidity,2021-05-08,59.609166666666674,1001,-37.800793,144.966492
8709,Relative Humidity,2021-05-09,67.76458333333333,1005,-37.800629,144.965052
8710,Particulate Air Pollution (2.5 µm),2021-05-09,6.1375,1005,-37.800629,144.965052
8711,Ambient Air Temperature,2021-05-09,15.066249999999998,1005,-37.800629,144.965052
8712,Particulate Air Pollution (10 µm),2021-05-09,24.125,1005,-37.800629,144.965052
8713,Ambient Air Temperature,2021-05-09,16.771666666666665,1001,-37.800793,144.966492
8714,Relative Humidity,2021-05-09,58.093333333333334,1001,-37.800793,144.966492
8715,Particulate Air Pollution (2.5 µm),2021-05-09,7.783333333333334,1001,-37.800793,144.966492
8716,Particulate Air Pollution (10 µm),2021-05-09,30.708333333333332,1001,-37.800793,144.966492
8717,Particulate Air Pollution (10 µm),2021-05-10,22.839130434782607,1005,-37.800629,144.965052
8718,Ambient Air Temperature,2021-05-10,14.057391304347826,1005,-37.800629,144.965052
8719,Particulate Air Pollution (2.5 µm),2021-05-10,5.217391304347826,1005,-37.800629,144.965052
8720,Relative Humidity,2021-05-10,68.62869565217392,1005,-37.800629,144.965052
8721,Particulate Air Pollution (2.5 µm),2021-05-10,7.057894736842105,1001,-37.800793,144.966492
8722,Particulate Air Pollution (10 µm),2021-05-10,25.878947368421052,1001,-37.800793,144.966492
8723,Ambient Air Temperature,2021-05-10,14.793157894736842,1001,-37.800793,144.966492
8724,Relative Humidity,2021-05-10,63.83947368421053,1001,-37.800793,144.966492
8725,Particulate Air Pollution (10 µm),2021-05-11,35.49166666666667,1005,-37.800629,144.965052
8726,Particulate Air Pollution (2.5 µm),2021-05-11,6.683333333333334,1005,-37.800629,144.965052
8727,Ambient Air Temperature,2021-05-11,12.3525,1005,-37.800629,144.965052
8728,Relative Humidity,2021-05-11,75.08833333333332,1005,-37.800629,144.965052
8729,Ambient Air Temperature,2021-05-11,12.855833333333335,1001,-37.800793,144.966492
8730,Particulate Air Pollution (10 µm),2021-05-11,30.7375,1001,-37.800793,144.966492
8731,Relative Humidity,2021-05-11,70.46291666666666,1001,-37.800793,144.966492
8732,Particulate Air Pollution (2.5 µm),2021-05-11,6.929166666666667,1001,-37.800793,144.966492
8733,Ambient Air Temperature,2021-05-12,11.717083333333333,1005,-37.800629,144.965052
8734,Ambient Air Temperature,2021-05-12,13.926250000000001,1001,-37.800793,144.966492
8735,Relative Humidity,2021-05-12,72.63166666666667,1005,-37.800629,144.965052
8736,Relative Humidity,2021-05-12,61.67249999999999,1001,-37.800793,144.966492
8737,Particulate Air Pollution (10 µm),2021-05-12,29.0625,1005,-37.800629,144.965052
8738,Particulate Air Pollution (2.5 µm),2021-05-12,8.970833333333333,1001,-37.800793,144.966492
8739,Particulate Air Pollution (2.5 µm),2021-05-12,7.995833333333334,1005,-37.800629,144.965052
8740,Particulate Air Pollution (10 µm),2021-05-12,29.029166666666665,1001,-37.800793,144.966492
8741,Particulate Air Pollution (10 µm),2021-05-13,28.362499999999997,1005,-37.800629,144.965052
8742,Ambient Air Temperature,2021-05-13,11.009166666666667,1005,-37.800629,144.965052
8743,Relative Humidity,2021-05-13,76.70041666666667,1005,-37.800629,144.965052
8744,Particulate Air Pollution (2.5 µm),2021-05-13,7.404166666666666,1005,-37.800629,144.965052
8745,Particulate Air Pollution (2.5 µm),2021-05-13,8.270833333333334,1001,-37.800793,144.966492
8746,Particulate Air Pollution (10 µm),2021-05-13,29.087500000000002,1001,-37.800793,144.966492
8747,Ambient Air Temperature,2021-05-13,12.491666666666667,1001,-37.800793,144.966492
8748,Relative Humidity,2021-05-13,67.30083333333333,1001,-37.800793,144.966492
8749,Particulate Air Pollution (2.5 µm),2021-05-14,5.575,1005,-37.800629,144.965052
8750,Particulate Air Pollution (10 µm),2021-05-14,28.9875,1005,-37.800629,144.965052
8751,Ambient Air Temperature,2021-05-14,10.865217391304348,1005,-37.800629,144.965052
8752,Relative Humidity,2021-05-14,67.16565217391305,1005,-37.800629,144.965052
8753,Relative Humidity,2021-05-14,58.87375,1001,-37.800793,144.966492
8754,Particulate Air Pollution (10 µm),2021-05-14,27.816666666666666,1001,-37.800793,144.966492
8755,Ambient Air Temperature,2021-05-14,12.48375,1001,-37.800793,144.966492
8756,Particulate Air Pollution (2.5 µm),2021-05-14,6.620833333333334,1001,-37.800793,144.966492
8757,Ambient Air Temperature,2021-05-15,10.8575,1001,-37.800793,144.966492
8758,Ambient Air Temperature,2021-05-15,9.2975,1005,-37.800629,144.965052
8759,Relative Humidity,2021-05-15,73.0975,1005,-37.800629,144.965052
8760,Particulate Air Pollution (2.5 µm),2021-05-15,6.270833333333333,1001,-37.800793,144.966492
8761,Relative Humidity,2021-05-15,59.51791666666667,1001,-37.800793,144.966492
8762,Particulate Air Pollution (2.5 µm),2021-05-15,5.8625,1005,-37.800629,144.965052
8763,Particulate Air Pollution (10 µm),2021-05-15,30.579166666666666,1005,-37.800629,144.965052
8764,Particulate Air Pollution (10 µm),2021-05-15,27.308333333333334,1001,-37.800793,144.966492
8765,Particulate Air Pollution (2.5 µm),2021-05-16,5.841666666666666,1001,-37.800793,144.966492
8766,Particulate Air Pollution (10 µm),2021-05-16,22.733333333333334,1001,-37.800793,144.966492
8767,Ambient Air Temperature,2021-05-16,12.674999999999999,1001,-37.800793,144.966492
8768,Relative Humidity,2021-05-16,58.99583333333334,1001,-37.800793,144.966492
8769,Relative Humidity,2021-05-16,73.97714285714287,1005,-37.800629,144.965052
8770,Particulate Air Pollution (2.5 µm),2021-05-16,4.841666666666667,1005,-37.800629,144.965052
8771,Particulate Air Pollution (10 µm),2021-05-16,21.95,1005,-37.800629,144.965052
8772,Ambient Air Temperature,2021-05-16,12.208571428571428,1005,-37.800629,144.965052
8773,Particulate Air Pollution (2.5 µm),2021-05-17,6.008333333333333,1005,-37.800629,144.965052
8774,Ambient Air Temperature,2021-05-17,12.018749999999999,1005,-37.800629,144.965052
8775,Relative Humidity,2021-05-17,71.52083333333333,1005,-37.800629,144.965052
8776,Particulate Air Pollution (10 µm),2021-05-17,30.40416666666667,1005,-37.800629,144.965052
8777,Relative Humidity,2021-05-17,63.40833333333333,1001,-37.800793,144.966492
8778,Particulate Air Pollution (10 µm),2021-05-17,28.90416666666667,1001,-37.800793,144.966492
8779,Ambient Air Temperature,2021-05-17,13.530416666666667,1001,-37.800793,144.966492
8780,Particulate Air Pollution (2.5 µm),2021-05-17,7.0625,1001,-37.800793,144.966492
8781,Relative Humidity,2021-05-18,66.53541666666666,1005,-37.800629,144.965052
8782,Ambient Air Temperature,2021-05-18,12.6925,1005,-37.800629,144.965052
8783,Particulate Air Pollution (2.5 µm),2021-05-18,5.995833333333334,1005,-37.800629,144.965052
8784,Particulate Air Pollution (10 µm),2021-05-18,25.708333333333332,1005,-37.800629,144.965052
