,measure,Date_day,value,site_id,latitude,longitude
5144,Particulate Air Pollution (10 µm),2020-08-15,29.130434782608695,1004,-37.800575,144.964635
5145,Relative Humidity,2020-08-15,80.61608695652174,1003,-37.8023,144.960923
5146,Ambient Air Temperature,2020-08-15,12.907391304347826,1003,-37.8023,144.960923
5147,Ambient Air Temperature,2020-08-15,11.414782608695653,1005,-37.800629,144.965052
5148,Relative Humidity,2020-08-15,82.75826086956522,1004,-37.800575,144.964635
5149,Relative Humidity,2020-08-15,81.49739130434783,1005,-37.800629,144.965052
5150,Particulate Air Pollution (2.5 µm),2020-08-15,12.104347826086956,1004,-37.800575,144.964635
5151,Particulate Air Pollution (10 µm),2020-08-15,28.758333333333336,1002,-37.800524,144.964122
5152,Relative Humidity,2020-08-15,71.18083333333333,1001,-37.800793,144.966492
5153,Ambient Air Temperature,2020-08-15,11.588333333333333,1002,-37.800524,144.964122
5154,Particulate Air Pollution (2.5 µm),2020-08-15,11.591666666666667,1002,-37.800524,144.964122
5155,Particulate Air Pollution (10 µm),2020-08-15,25.166666666666668,1001,-37.800793,144.966492
5156,Relative Humidity,2020-08-15,82.50166666666667,1002,-37.800524,144.964122
5157,Ambient Air Temperature,2020-08-15,13.046666666666667,1001,-37.800793,144.966492
5158,Particulate Air Pollution (2.5 µm),2020-08-15,9.200000000000001,1001,-37.800793,144.966492
5159,Relative Humidity,2020-08-16,81.43083333333333,1005,-37.800629,144.965052
5160,Particulate Air Pollution (10 µm),2020-08-16,22.98695652173913,1003,-37.8023,144.960923
5161,Ambient Air Temperature,2020-08-16,11.628333333333332,1004,-37.800575,144.964635
5162,Particulate Air Pollution (2.5 µm),2020-08-16,7.365217391304348,1003,-37.8023,144.960923
5163,Particulate Air Pollution (2.5 µm),2020-08-16,8.645833333333334,1004,-37.800575,144.964635
5164,Particulate Air Pollution (2.5 µm),2020-08-16,7.6499999999999995,1005,-37.800629,144.965052
5165,Particulate Air Pollution (10 µm),2020-08-16,26.40416666666667,1004,-37.800575,144.964635
5166,Particulate Air Pollution (10 µm),2020-08-16,25.379166666666666,1005,-37.800629,144.965052
5167,Relative Humidity,2020-08-16,83.13173913043478,1003,-37.8023,144.960923
5168,Relative Humidity,2020-08-16,81.97541666666667,1004,-37.800575,144.964635
5169,Ambient Air Temperature,2020-08-16,12.277826086956521,1003,-37.8023,144.960923
5170,Ambient Air Temperature,2020-08-16,11.617083333333333,1005,-37.800629,144.965052
5171,Relative Humidity,2020-08-16,81.7075,1002,-37.800524,144.964122
5172,Ambient Air Temperature,2020-08-16,12.619166666666667,1001,-37.800793,144.966492
5173,Particulate Air Pollution (2.5 µm),2020-08-16,6.8500000000000005,1001,-37.800793,144.966492
5174,Relative Humidity,2020-08-16,73.755,1001,-37.800793,144.966492
5175,Ambient Air Temperature,2020-08-16,11.939166666666667,1002,-37.800524,144.964122
5176,Particulate Air Pollution (10 µm),2020-08-16,25.65833333333333,1002,-37.800524,144.964122
5177,Particulate Air Pollution (10 µm),2020-08-16,24.099999999999998,1001,-37.800793,144.966492
5178,Particulate Air Pollution (2.5 µm),2020-08-16,8.208333333333334,1002,-37.800524,144.964122
5179,Relative Humidity,2020-08-17,70.23727272727272,1003,-37.8023,144.960923
5180,Particulate Air Pollution (2.5 µm),2020-08-17,5.083333333333333,1004,-37.800575,144.964635
5181,Ambient Air Temperature,2020-08-17,11.785416666666668,1005,-37.800629,144.965052
5182,Particulate Air Pollution (10 µm),2020-08-17,19.966666666666665,1005,-37.800629,144.965052
5183,Relative Humidity,2020-08-17,68.03125,1004,-37.800575,144.964635
5184,Particulate Air Pollution (10 µm),2020-08-17,19.318181818181817,1003,-37.8023,144.960923
5185,Ambient Air Temperature,2020-08-17,11.7725,1004,-37.800575,144.964635
5186,Ambient Air Temperature,2020-08-17,12.312272727272727,1003,-37.8023,144.960923
5187,Particulate Air Pollution (2.5 µm),2020-08-17,5.090909090909091,1003,-37.8023,144.960923
5188,Relative Humidity,2020-08-17,67.51083333333334,1005,-37.800629,144.965052
5189,Particulate Air Pollution (2.5 µm),2020-08-17,4.670833333333333,1005,-37.800629,144.965052
5190,Particulate Air Pollution (10 µm),2020-08-17,20.158333333333335,1004,-37.800575,144.964635
5191,Particulate Air Pollution (2.5 µm),2020-08-17,4.841666666666667,1001,-37.800793,144.966492
5192,Ambient Air Temperature,2020-08-17,12.185,1002,-37.800524,144.964122
5193,Particulate Air Pollution (2.5 µm),2020-08-17,4.983333333333333,1002,-37.800524,144.964122
5194,Ambient Air Temperature,2020-08-17,12.940833333333332,1001,-37.800793,144.966492
5195,Particulate Air Pollution (10 µm),2020-08-17,19.091666666666665,1001,-37.800793,144.966492
5196,Particulate Air Pollution (10 µm),2020-08-17,20.666666666666668,1002,-37.800524,144.964122
5197,Relative Humidity,2020-08-17,60.51166666666666,1001,-37.800793,144.966492
5198,Relative Humidity,2020-08-17,67.58166666666666,1002,-37.800524,144.964122
5199,Particulate Air Pollution (2.5 µm),2020-08-18,4.913043478260869,1005,-37.800629,144.965052
5200,Particulate Air Pollution (10 µm),2020-08-18,21.258333333333333,1004,-37.800575,144.964635
5201,Particulate Air Pollution (10 µm),2020-08-18,19.95,1003,-37.8023,144.960923
5202,Ambient Air Temperature,2020-08-18,12.013333333333334,1004,-37.800575,144.964635
5203,Particulate Air Pollution (2.5 µm),2020-08-18,5.383333333333333,1003,-37.8023,144.960923
5204,Ambient Air Temperature,2020-08-18,12.652083333333332,1003,-37.8023,144.960923
5205,Relative Humidity,2020-08-18,70.24875,1003,-37.8023,144.960923
5206,Relative Humidity,2020-08-18,69.61375,1004,-37.800575,144.964635
5207,Relative Humidity,2020-08-18,68.67999999999999,1005,-37.800629,144.965052
5208,Ambient Air Temperature,2020-08-18,12.19608695652174,1005,-37.800629,144.965052
5209,Particulate Air Pollution (2.5 µm),2020-08-18,5.466666666666666,1004,-37.800575,144.964635
5210,Particulate Air Pollution (10 µm),2020-08-18,22.182608695652174,1005,-37.800629,144.965052
5211,Relative Humidity,2020-08-18,62.205000000000005,1001,-37.800793,144.966492
5212,Ambient Air Temperature,2020-08-18,12.326666666666668,1002,-37.800524,144.964122
5213,Relative Humidity,2020-08-18,69.18583333333333,1002,-37.800524,144.964122
5214,Particulate Air Pollution (10 µm),2020-08-18,20.666666666666668,1001,-37.800793,144.966492
5215,Particulate Air Pollution (2.5 µm),2020-08-18,5.266666666666667,1002,-37.800524,144.964122
5216,Particulate Air Pollution (10 µm),2020-08-18,21.125,1002,-37.800524,144.964122
5217,Ambient Air Temperature,2020-08-18,13.030833333333334,1001,-37.800793,144.966492
5218,Particulate Air Pollution (2.5 µm),2020-08-18,5.116666666666666,1001,-37.800793,144.966492
5219,Ambient Air Temperature,2020-08-19,10.444782608695652,1005,-37.800629,144.965052
5220,Relative Humidity,2020-08-19,74.44583333333334,1004,-37.800575,144.964635
5221,Relative Humidity,2020-08-19,74.07913043478261,1005,-37.800629,144.965052
5222,Particulate Air Pollution (10 µm),2020-08-19,20.55,1003,-37.8023,144.960923
5223,Particulate Air Pollution (2.5 µm),2020-08-19,5.491666666666667,1003,-37.8023,144.960923
5224,Ambient Air Temperature,2020-08-19,10.410416666666666,1004,-37.800575,144.964635
5225,Particulate Air Pollution (10 µm),2020-08-19,21.42608695652174,1005,-37.800629,144.965052
5226,Particulate Air Pollution (2.5 µm),2020-08-19,5.625,1004,-37.800575,144.964635
5227,Particulate Air Pollution (2.5 µm),2020-08-19,4.908695652173913,1005,-37.800629,144.965052
5228,Particulate Air Pollution (10 µm),2020-08-19,21.95,1004,-37.800575,144.964635
5229,Ambient Air Temperature,2020-08-19,10.6225,1003,-37.8023,144.960923
5230,Relative Humidity,2020-08-19,77.63333333333334,1003,-37.8023,144.960923
5231,Relative Humidity,2020-08-19,75.39083333333333,1002,-37.800524,144.964122
5232,Ambient Air Temperature,2020-08-19,10.824166666666665,1001,-37.800793,144.966492
5233,Particulate Air Pollution (2.5 µm),2020-08-19,5.3,1001,-37.800793,144.966492
5234,Relative Humidity,2020-08-19,69.73833333333333,1001,-37.800793,144.966492
5235,Ambient Air Temperature,2020-08-19,10.596666666666666,1002,-37.800524,144.964122
5236,Particulate Air Pollution (10 µm),2020-08-19,21.133333333333336,1002,-37.800524,144.964122
5237,Particulate Air Pollution (10 µm),2020-08-19,21.925,1001,-37.800793,144.966492
5238,Particulate Air Pollution (2.5 µm),2020-08-19,5.358333333333333,1002,-37.800524,144.964122
5239,Particulate Air Pollution (2.5 µm),2020-08-20,5.5826086956521745,1004,-37.800575,144.964635
5240,Relative Humidity,2020-08-20,67.78916666666667,1003,-37.8023,144.960923
5241,Relative Humidity,2020-08-20,66.0495652173913,1004,-37.800575,144.964635
5242,Ambient Air Temperature,2020-08-20,11.145000000000001,1005,-37.800629,144.965052
5243,Particulate Air Pollution (10 µm),2020-08-20,22.974999999999998,1005,-37.800629,144.965052
5244,Ambient Air Temperature,2020-08-20,11.762083333333335,1003,-37.8023,144.960923
5245,Particulate Air Pollution (2.5 µm),2020-08-20,4.954166666666667,1005,-37.800629,144.965052
5246,Relative Humidity,2020-08-20,65.68333333333332,1005,-37.800629,144.965052
5247,Particulate Air Pollution (10 µm),2020-08-20,24.117391304347827,1004,-37.800575,144.964635
5248,Particulate Air Pollution (10 µm),2020-08-20,21.3625,1003,-37.8023,144.960923
5249,Ambient Air Temperature,2020-08-20,11.144347826086957,1004,-37.800575,144.964635
5250,Particulate Air Pollution (2.5 µm),2020-08-20,5.383333333333333,1003,-37.8023,144.960923
5251,Ambient Air Temperature,2020-08-20,11.344999999999999,1002,-37.800524,144.964122
5252,Particulate Air Pollution (2.5 µm),2020-08-20,5.233333333333333,1001,-37.800793,144.966492
5253,Particulate Air Pollution (2.5 µm),2020-08-20,5.233333333333333,1002,-37.800524,144.964122
5254,Particulate Air Pollution (10 µm),2020-08-20,22.15833333333333,1002,-37.800524,144.964122
5255,Ambient Air Temperature,2020-08-20,12.069166666666668,1001,-37.800793,144.966492
5256,Particulate Air Pollution (10 µm),2020-08-20,22.683333333333334,1001,-37.800793,144.966492
5257,Relative Humidity,2020-08-20,66.835,1002,-37.800524,144.964122
5258,Relative Humidity,2020-08-20,60.225833333333334,1001,-37.800793,144.966492
5259,Particulate Air Pollution (10 µm),2020-08-21,20.516666666666666,1003,-37.8023,144.960923
5260,Particulate Air Pollution (2.5 µm),2020-08-21,5.3999999999999995,1003,-37.8023,144.960923
5261,Ambient Air Temperature,2020-08-21,9.351818181818182,1004,-37.800575,144.964635
5262,Ambient Air Temperature,2020-08-21,10.33125,1003,-37.8023,144.960923
5263,Particulate Air Pollution (2.5 µm),2020-08-21,4.7375,1005,-37.800629,144.965052
5264,Particulate Air Pollution (10 µm),2020-08-21,22.990909090909092,1004,-37.800575,144.964635
5265,Ambient Air Temperature,2020-08-21,9.3475,1005,-37.800629,144.965052
5266,Relative Humidity,2020-08-21,62.27772727272727,1004,-37.800575,144.964635
5267,Relative Humidity,2020-08-21,61.937083333333334,1005,-37.800629,144.965052
5268,Relative Humidity,2020-08-21,62.461666666666666,1003,-37.8023,144.960923
5269,Particulate Air Pollution (10 µm),2020-08-21,21.3625,1005,-37.800629,144.965052
5270,Particulate Air Pollution (2.5 µm),2020-08-21,5.286363636363636,1004,-37.800575,144.964635
5271,Relative Humidity,2020-08-21,54.666666666666664,1001,-37.800793,144.966492
5272,Ambient Air Temperature,2020-08-21,9.4625,1002,-37.800524,144.964122
5273,Relative Humidity,2020-08-21,62.7725,1002,-37.800524,144.964122
5274,Particulate Air Pollution (10 µm),2020-08-21,22.224999999999998,1001,-37.800793,144.966492
5275,Particulate Air Pollution (2.5 µm),2020-08-21,5.166666666666667,1001,-37.800793,144.966492
5276,Particulate Air Pollution (2.5 µm),2020-08-21,4.958333333333333,1002,-37.800524,144.964122
5277,Ambient Air Temperature,2020-08-21,10.825000000000001,1001,-37.800793,144.966492
5278,Particulate Air Pollution (10 µm),2020-08-21,21.875,1002,-37.800524,144.964122
5279,Relative Humidity,2020-08-22,78.03454545454545,1005,-37.800629,144.965052
5280,Relative Humidity,2020-08-22,77.69043478260869,1004,-37.800575,144.964635
5281,Ambient Air Temperature,2020-08-22,7.122727272727272,1005,-37.800629,144.965052
5282,Particulate Air Pollution (2.5 µm),2020-08-22,5.613043478260869,1004,-37.800575,144.964635
5283,Particulate Air Pollution (10 µm),2020-08-22,22.099999999999998,1003,-37.8023,144.960923
5284,Ambient Air Temperature,2020-08-22,7.155652173913044,1004,-37.800575,144.964635
5285,Particulate Air Pollution (2.5 µm),2020-08-22,5.095454545454545,1005,-37.800629,144.965052
5286,Particulate Air Pollution (10 µm),2020-08-22,23.313043478260873,1004,-37.800575,144.964635
5287,Particulate Air Pollution (2.5 µm),2020-08-22,5.5874999999999995,1003,-37.8023,144.960923
5288,Particulate Air Pollution (10 µm),2020-08-22,24.204545454545453,1005,-37.800629,144.965052
5289,Ambient Air Temperature,2020-08-22,7.335,1003,-37.8023,144.960923
5290,Relative Humidity,2020-08-22,82.15166666666666,1003,-37.8023,144.960923
5291,Particulate Air Pollution (2.5 µm),2020-08-22,5.323076923076924,1002,-37.800524,144.964122
5292,Relative Humidity,2020-08-22,77.95846153846153,1002,-37.800524,144.964122
5293,Ambient Air Temperature,2020-08-22,7.888333333333333,1001,-37.800793,144.966492
5294,Particulate Air Pollution (10 µm),2020-08-22,23.0,1001,-37.800793,144.966492
5295,Particulate Air Pollution (2.5 µm),2020-08-22,5.325,1001,-37.800793,144.966492
5296,Relative Humidity,2020-08-22,71.8875,1001,-37.800793,144.966492
5297,Particulate Air Pollution (10 µm),2020-08-22,22.976923076923075,1002,-37.800524,144.964122
5298,Ambient Air Temperature,2020-08-22,7.283076923076924,1002,-37.800524,144.964122
5299,Particulate Air Pollution (10 µm),2020-08-23,25.087500000000002,1005,-37.800629,144.965052
5300,Particulate Air Pollution (2.5 µm),2020-08-23,5.920833333333333,1004,-37.800575,144.964635
5301,Relative Humidity,2020-08-23,81.16833333333334,1003,-37.8023,144.960923
5302,Ambient Air Temperature,2020-08-23,8.34625,1005,-37.800629,144.965052
5303,Relative Humidity,2020-08-23,77.81583333333333,1004,-37.800575,144.964635
5304,Ambient Air Temperature,2020-08-23,8.700833333333334,1003,-37.8023,144.960923
5305,Particulate Air Pollution (2.5 µm),2020-08-23,5.616666666666667,1003,-37.8023,144.960923
5306,Particulate Air Pollution (10 µm),2020-08-23,22.458333333333332,1003,-37.8023,144.960923
5307,Ambient Air Temperature,2020-08-23,8.368333333333334,1004,-37.800575,144.964635
5308,Relative Humidity,2020-08-23,77.47291666666666,1005,-37.800629,144.965052
5309,Particulate Air Pollution (2.5 µm),2020-08-23,5.3,1005,-37.800629,144.965052
5310,Particulate Air Pollution (10 µm),2020-08-23,24.629166666666666,1004,-37.800575,144.964635
5311,Particulate Air Pollution (10 µm),2020-08-23,22.7,1002,-37.800524,144.964122
5312,Particulate Air Pollution (2.5 µm),2020-08-23,5.391666666666667,1001,-37.800793,144.966492
5313,Ambient Air Temperature,2020-08-23,8.605,1002,-37.800524,144.964122
5314,Particulate Air Pollution (2.5 µm),2020-08-23,5.391666666666667,1002,-37.800524,144.964122
5315,Particulate Air Pollution (10 µm),2020-08-23,24.008333333333336,1001,-37.800793,144.966492
5316,Ambient Air Temperature,2020-08-23,9.1275,1001,-37.800793,144.966492
5317,Relative Humidity,2020-08-23,71.3625,1001,-37.800793,144.966492
5318,Relative Humidity,2020-08-23,78.4075,1002,-37.800524,144.964122
5319,Ambient Air Temperature,2020-08-24,8.024583333333334,1004,-37.800575,144.964635
5320,Relative Humidity,2020-08-24,74.24125,1005,-37.800629,144.965052
5321,Particulate Air Pollution (2.5 µm),2020-08-24,4.870833333333334,1005,-37.800629,144.965052
5322,Particulate Air Pollution (10 µm),2020-08-24,21.554166666666664,1004,-37.800575,144.964635
5323,Relative Humidity,2020-08-24,74.71249999999999,1004,-37.800575,144.964635
5324,Particulate Air Pollution (2.5 µm),2020-08-24,5.5249999999999995,1004,-37.800575,144.964635
5325,Particulate Air Pollution (10 µm),2020-08-24,20.995833333333334,1005,-37.800629,144.965052
5326,Ambient Air Temperature,2020-08-24,8.0175,1005,-37.800629,144.965052
5327,Relative Humidity,2020-08-24,66.05416666666666,1001,-37.800793,144.966492
5328,Ambient Air Temperature,2020-08-24,8.838260869565218,1003,-37.8023,144.960923
5329,Particulate Air Pollution (10 µm),2020-08-24,19.32608695652174,1003,-37.8023,144.960923
5330,Relative Humidity,2020-08-24,74.335,1002,-37.800524,144.964122
5331,Particulate Air Pollution (2.5 µm),2020-08-24,5.408695652173913,1003,-37.8023,144.960923
5332,Ambient Air Temperature,2020-08-24,8.422500000000001,1002,-37.800524,144.964122
5333,Particulate Air Pollution (2.5 µm),2020-08-24,5.133333333333334,1001,-37.800793,144.966492
5334,Particulate Air Pollution (10 µm),2020-08-24,20.658333333333335,1001,-37.800793,144.966492
5335,Particulate Air Pollution (2.5 µm),2020-08-24,5.366666666666667,1002,-37.800524,144.964122
5336,Relative Humidity,2020-08-24,75.55217391304348,1003,-37.8023,144.960923
5337,Particulate Air Pollution (10 µm),2020-08-24,20.416666666666668,1002,-37.800524,144.964122
5338,Ambient Air Temperature,2020-08-24,9.315,1001,-37.800793,144.966492
5339,Relative Humidity,2020-08-25,73.19416666666666,1005,-37.800629,144.965052
5340,Ambient Air Temperature,2020-08-25,8.621666666666666,1005,-37.800629,144.965052
5341,Relative Humidity,2020-08-25,72.92954545454546,1004,-37.800575,144.964635
5342,Particulate Air Pollution (10 µm),2020-08-25,20.941666666666666,1003,-37.8023,144.960923
5343,Particulate Air Pollution (2.5 µm),2020-08-25,5.9818181818181815,1004,-37.800575,144.964635
5344,Particulate Air Pollution (10 µm),2020-08-25,22.47083333333333,1005,-37.800629,144.965052
5345,Particulate Air Pollution (2.5 µm),2020-08-25,5.933333333333334,1003,-37.8023,144.960923
5346,Ambient Air Temperature,2020-08-25,8.91,1004,-37.800575,144.964635
5347,Particulate Air Pollution (2.5 µm),2020-08-25,5.3125,1005,-37.800629,144.965052
5348,Particulate Air Pollution (10 µm),2020-08-25,21.650000000000002,1004,-37.800575,144.964635
5349,Relative Humidity,2020-08-25,75.39458333333333,1003,-37.8023,144.960923
5350,Ambient Air Temperature,2020-08-25,9.205416666666666,1003,-37.8023,144.960923
5351,Particulate Air Pollution (2.5 µm),2020-08-25,5.983333333333333,1002,-37.800524,144.964122
5352,Ambient Air Temperature,2020-08-25,9.798333333333334,1001,-37.800793,144.966492
5353,Particulate Air Pollution (10 µm),2020-08-25,21.849999999999998,1001,-37.800793,144.966492
5354,Relative Humidity,2020-08-25,74.14833333333333,1002,-37.800524,144.964122
5355,Particulate Air Pollution (2.5 µm),2020-08-25,5.741666666666667,1001,-37.800793,144.966492
5356,Relative Humidity,2020-08-25,65.69916666666667,1001,-37.800793,144.966492
5357,Particulate Air Pollution (10 µm),2020-08-25,21.224999999999998,1002,-37.800524,144.964122
5358,Ambient Air Temperature,2020-08-25,8.89,1002,-37.800524,144.964122
5359,Particulate Air Pollution (2.5 µm),2020-08-26,5.479166666666667,1005,-37.800629,144.965052
5360,Particulate Air Pollution (2.5 µm),2020-08-26,6.3374999999999995,1004,-37.800575,144.964635
5361,Particulate Air Pollution (10 µm),2020-08-26,21.0,1004,-37.800575,144.964635
5362,Particulate Air Pollution (10 µm),2020-08-26,21.295833333333334,1005,-37.800629,144.965052
5363,Ambient Air Temperature,2020-08-26,11.48625,1003,-37.8023,144.960923
5364,Relative Humidity,2020-08-26,66.87208333333334,1004,-37.800575,144.964635
5365,Relative Humidity,2020-08-26,66.3,1003,-37.8023,144.960923
5366,Ambient Air Temperature,2020-08-26,10.2975,1005,-37.800629,144.965052
5367,Ambient Air Temperature,2020-08-26,10.296666666666667,1004,-37.800575,144.964635
5368,Particulate Air Pollution (2.5 µm),2020-08-26,6.325,1003,-37.8023,144.960923
5369,Particulate Air Pollution (10 µm),2020-08-26,20.183333333333334,1003,-37.8023,144.960923
5370,Relative Humidity,2020-08-26,66.39291666666666,1005,-37.800629,144.965052
5371,Particulate Air Pollution (10 µm),2020-08-26,21.575,1002,-37.800524,144.964122
5372,Ambient Air Temperature,2020-08-26,11.025833333333333,1002,-37.800524,144.964122
5373,Particulate Air Pollution (2.5 µm),2020-08-26,6.023076923076923,1001,-37.800793,144.966492
5374,Particulate Air Pollution (10 µm),2020-08-26,21.72307692307692,1001,-37.800793,144.966492
5375,Particulate Air Pollution (2.5 µm),2020-08-26,6.483333333333333,1002,-37.800524,144.964122
5376,Relative Humidity,2020-08-26,65.60583333333334,1002,-37.800524,144.964122
5377,Ambient Air Temperature,2020-08-26,12.011538461538462,1001,-37.800793,144.966492
5378,Relative Humidity,2020-08-26,57.39692307692307,1001,-37.800793,144.966492
5379,Particulate Air Pollution (10 µm),2020-08-27,24.2,1003,-37.8023,144.960923
5380,Ambient Air Temperature,2020-08-27,12.066666666666668,1004,-37.800575,144.964635
5381,Ambient Air Temperature,2020-08-27,12.692608695652174,1003,-37.8023,144.960923
5382,Particulate Air Pollution (2.5 µm),2020-08-27,5.817391304347827,1003,-37.8023,144.960923
5383,Relative Humidity,2020-08-27,58.9,1005,-37.800629,144.965052
5384,Particulate Air Pollution (2.5 µm),2020-08-27,5.552173913043478,1005,-37.800629,144.965052
5385,Particulate Air Pollution (10 µm),2020-08-27,30.754166666666666,1004,-37.800575,144.964635
5386,Relative Humidity,2020-08-27,60.983043478260875,1003,-37.8023,144.960923
5387,Particulate Air Pollution (2.5 µm),2020-08-27,6.2250000000000005,1004,-37.800575,144.964635
5388,Ambient Air Temperature,2020-08-27,12.220434782608695,1005,-37.800629,144.965052
5389,Particulate Air Pollution (10 µm),2020-08-27,32.05217391304348,1005,-37.800629,144.965052
5390,Relative Humidity,2020-08-27,59.78625,1004,-37.800575,144.964635
5391,Relative Humidity,2020-08-27,53.13,1001,-37.800793,144.966492
5392,Relative Humidity,2020-08-27,59.73909090909091,1002,-37.800524,144.964122
5393,Particulate Air Pollution (2.5 µm),2020-08-27,5.8,1001,-37.800793,144.966492
5394,Ambient Air Temperature,2020-08-27,12.58,1002,-37.800524,144.964122
5395,Particulate Air Pollution (2.5 µm),2020-08-27,5.809090909090909,1002,-37.800524,144.964122
5396,Ambient Air Temperature,2020-08-27,13.106666666666667,1001,-37.800793,144.966492
5397,Particulate Air Pollution (10 µm),2020-08-27,26.25,1001,-37.800793,144.966492
5398,Particulate Air Pollution (10 µm),2020-08-27,27.027272727272727,1002,-37.800524,144.964122
5399,Relative Humidity,2020-08-28,64.12304347826087,1004,-37.800575,144.964635
5400,Ambient Air Temperature,2020-08-28,11.245416666666666,1005,-37.800629,144.965052
5401,Relative Humidity,2020-08-28,63.927083333333336,1005,-37.800629,144.965052
5402,Particulate Air Pollution (2.5 µm),2020-08-28,9.595652173913043,1004,-37.800575,144.964635
5403,Ambient Air Temperature,2020-08-28,11.371739130434783,1004,-37.800575,144.964635
5404,Particulate Air Pollution (2.5 µm),2020-08-28,8.174999999999999,1005,-37.800629,144.965052
5405,Particulate Air Pollution (10 µm),2020-08-28,48.22608695652174,1004,-37.800575,144.964635
5406,Particulate Air Pollution (10 µm),2020-08-28,52.574999999999996,1005,-37.800629,144.965052
5407,Particulate Air Pollution (2.5 µm),2020-08-28,8.5625,1003,-37.8023,144.960923
5408,Particulate Air Pollution (10 µm),2020-08-28,42.770833333333336,1003,-37.8023,144.960923
5409,Ambient Air Temperature,2020-08-28,12.435833333333333,1003,-37.8023,144.960923
5410,Relative Humidity,2020-08-28,64.16833333333334,1003,-37.8023,144.960923
5411,Particulate Air Pollution (2.5 µm),2020-08-28,8.625,1002,-37.800524,144.964122
5412,Particulate Air Pollution (10 µm),2020-08-28,48.50833333333333,1001,-37.800793,144.966492
5413,Relative Humidity,2020-08-28,63.2575,1002,-37.800524,144.964122
5414,Ambient Air Temperature,2020-08-28,12.961666666666666,1001,-37.800793,144.966492
5415,Particulate Air Pollution (10 µm),2020-08-28,45.175000000000004,1002,-37.800524,144.964122
5416,Particulate Air Pollution (2.5 µm),2020-08-28,9.458333333333334,1001,-37.800793,144.966492
5417,Relative Humidity,2020-08-28,55.803333333333335,1001,-37.800793,144.966492
5418,Ambient Air Temperature,2020-08-28,12.173333333333334,1002,-37.800524,144.964122
5419,Particulate Air Pollution (10 µm),2020-08-29,37.654545454545456,1005,-37.800629,144.965052
5420,Particulate Air Pollution (2.5 µm),2020-08-29,8.15625,1004,-37.800575,144.964635
5421,Particulate Air Pollution (2.5 µm),2020-08-29,6.704545454545454,1005,-37.800629,144.965052
5422,Particulate Air Pollution (10 µm),2020-08-29,39.25,1004,-37.800575,144.964635
5423,Relative Humidity,2020-08-29,60.94347826086957,1003,-37.8023,144.960923
5424,Ambient Air Temperature,2020-08-29,14.03,1003,-37.8023,144.960923
5425,Ambient Air Temperature,2020-08-29,13.481363636363637,1005,-37.800629,144.965052
5426,Relative Humidity,2020-08-29,59.185909090909085,1005,-37.800629,144.965052
5427,Relative Humidity,2020-08-29,63.344375,1004,-37.800575,144.964635
5428,Particulate Air Pollution (2.5 µm),2020-08-29,7.565217391304348,1003,-37.8023,144.960923
5429,Particulate Air Pollution (10 µm),2020-08-29,34.20434782608696,1003,-37.8023,144.960923
5430,Ambient Air Temperature,2020-08-29,12.21625,1004,-37.800575,144.964635
5431,Ambient Air Temperature,2020-08-29,13.838333333333333,1002,-37.800524,144.964122
5432,Particulate Air Pollution (10 µm),2020-08-29,36.375,1002,-37.800524,144.964122
5433,Particulate Air Pollution (2.5 µm),2020-08-29,7.283333333333334,1002,-37.800524,144.964122
5434,Relative Humidity,2020-08-29,60.13666666666666,1002,-37.800524,144.964122
5435,Relative Humidity,2020-08-29,53.37384615384615,1001,-37.800793,144.966492
5436,Particulate Air Pollution (10 µm),2020-08-29,39.599999999999994,1001,-37.800793,144.966492
5437,Particulate Air Pollution (2.5 µm),2020-08-29,8.253846153846153,1001,-37.800793,144.966492
5438,Ambient Air Temperature,2020-08-29,14.556923076923077,1001,-37.800793,144.966492
5439,Ambient Air Temperature,2020-08-30,14.835217391304347,1003,-37.8023,144.960923
5440,Particulate Air Pollution (10 µm),2020-08-30,23.882608695652173,1003,-37.8023,144.960923
5441,Particulate Air Pollution (2.5 µm),2020-08-30,5.441666666666666,1005,-37.800629,144.965052
5442,Particulate Air Pollution (2.5 µm),2020-08-30,6.4173913043478255,1003,-37.8023,144.960923
5443,Relative Humidity,2020-08-30,56.42916666666667,1005,-37.800629,144.965052
5444,Relative Humidity,2020-08-30,59.72391304347826,1003,-37.8023,144.960923
5445,Ambient Air Temperature,2020-08-30,14.728333333333333,1005,-37.800629,144.965052
5446,Particulate Air Pollution (10 µm),2020-08-30,26.4375,1005,-37.800629,144.965052
5447,Relative Humidity,2020-08-30,56.84615384615385,1002,-37.800524,144.964122
5448,Relative Humidity,2020-08-30,52.32750000000001,1001,-37.800793,144.966492
5449,Particulate Air Pollution (2.5 µm),2020-08-30,6.283333333333334,1001,-37.800793,144.966492
5450,Ambient Air Temperature,2020-08-30,14.923846153846153,1002,-37.800524,144.964122
5451,Particulate Air Pollution (2.5 µm),2020-08-30,5.815384615384615,1002,-37.800524,144.964122
5452,Particulate Air Pollution (10 µm),2020-08-30,27.133333333333336,1001,-37.800793,144.966492
5453,Ambient Air Temperature,2020-08-30,15.110833333333334,1001,-37.800793,144.966492
5454,Particulate Air Pollution (10 µm),2020-08-30,24.192307692307693,1002,-37.800524,144.964122
5455,Relative Humidity,2020-08-31,69.28166666666667,1003,-37.8023,144.960923
5456,Ambient Air Temperature,2020-08-31,9.270000000000001,1005,-37.800629,144.965052
5457,Relative Humidity,2020-08-31,68.70958333333333,1005,-37.800629,144.965052
